Ticker,Name,Sector,AssetClass,MarketValue,NotionalValue,Shares,Price,Location,Exchange,Currency,FXRate,MarketCurrency,AccrualDate,Weight
MSFT,MICROSOFT CORP,Information Technology,Equity,590442417.8,590442417.8,1992651,296.31,United States,NASDAQ,USD,1,USD,,4.99
AAPL,APPLE INC,Information Technology,Equity,584947282.9,584947282.9,4151212,140.91,United States,NASDAQ,USD,1,USD,,4.94
AMZN,AMAZON COM INC,Consumer Discretionary,Equity,376907257.1,376907257.1,114761,3284.28,United States,NASDAQ,USD,1,USD,,3.19
NVDA,NVIDIA CORP,Information Technology,Equity,132451110.2,132451110.2,632557,209.39,United States,NASDAQ,USD,1,USD,,1.12
JPM,JPMORGAN CHASE & CO,Financials,Equity,126382263,126382263,784983,161,United States,New York Stock Exchange Inc.,USD,1,USD,,1.07
JNJ,JOHNSON & JOHNSON,Health Care,Equity,110905406.4,110905406.4,696642,159.2,United States,New York Stock Exchange Inc.,USD,1,USD,,0.94
UNH,UNITEDHEALTH GROUP INC,Health Care,Equity,100383869.6,100383869.6,248752,403.55,United States,New York Stock Exchange Inc.,USD,1,USD,,0.85
HD,HOME DEPOT INC,Consumer Discretionary,Equity,95125350.84,95125350.84,281203,338.28,United States,New York Stock Exchange Inc.,USD,1,USD,,0.8
PG,PROCTER & GAMBLE,Consumer Staples,Equity,91712273.04,91712273.04,643866,142.44,United States,New York Stock Exchange Inc.,USD,1,USD,,0.78
BAC,BANK OF AMERICA CORP,Financials,Equity,84488309.52,84488309.52,1958468,43.14,United States,New York Stock Exchange Inc.,USD,1,USD,,0.71
DIS,WALT DISNEY,Communication,Equity,83057640.48,83057640.48,480213,172.96,United States,New York Stock Exchange Inc.,USD,1,USD,,0.7
ADBE,ADOBE INC,Information Technology,Equity,74658456,74658456,126300,591.12,United States,NASDAQ,USD,1,USD,,0.63
XOM,EXXON MOBIL CORP,Energy,Equity,68304657.55,68304657.55,1118465,61.07,United States,New York Stock Exchange Inc.,USD,1,USD,,0.58
CMCSA,COMCAST CORP CLASS A,Communication,Equity,63465210.38,63465210.38,1204502,52.69,United States,NASDAQ,USD,1,USD,,0.54
PFE,PFIZER INC,Health Care,Equity,61185996.78,61185996.78,1477209,41.42,United States,New York Stock Exchange Inc.,USD,1,USD,,0.52
CSCO,CISCO SYSTEMS INC,Information Technology,Equity,60961655.1,60961655.1,1116105,54.62,United States,NASDAQ,USD,1,USD,,0.52
TMO,THERMO FISHER SCIENTIFIC INC,Health Care,Equity,59631312.52,59631312.52,103967,573.56,United States,New York Stock Exchange Inc.,USD,1,USD,,0.5
PEP,PEPSICO INC,Consumer Staples,Equity,57650393.01,57650393.01,364899,157.99,United States,NASDAQ,USD,1,USD,,0.49
VZ,VERIZON COMMUNICATIONS INC,Communication,Equity,56199494,56199494,1094440,51.35,United States,New York Stock Exchange Inc.,USD,1,USD,,0.48
INTC,INTEL CORPORATION CORP,Information Technology,Equity,55788542.94,55788542.94,1067519,52.26,United States,NASDAQ,USD,1,USD,,0.47
KO,COCA-COLA,Consumer Staples,Equity,55618346.88,55618346.88,1025412,54.24,United States,New York Stock Exchange Inc.,USD,1,USD,,0.47
CVX,CHEVRON CORP,Energy,Equity,55132321.41,55132321.41,511479,107.79,United States,New York Stock Exchange Inc.,USD,1,USD,,0.47
ABT,ABBOTT LABORATORIES,Health Care,Equity,53789229,53789229,459737,117,United States,New York Stock Exchange Inc.,USD,1,USD,,0.45
LLY,ELI LILLY,Health Care,Equity,53050515.68,53050515.68,224372,236.44,United States,New York Stock Exchange Inc.,USD,1,USD,,0.45
MRK,MERCK & CO INC,Health Care,Equity,52941343.6,52941343.6,670568,78.95,United States,New York Stock Exchange Inc.,USD,1,USD,,0.45
WMT,WALMART INC,Consumer Staples,Equity,52422858.2,52422858.2,378860,138.37,United States,New York Stock Exchange Inc.,USD,1,USD,,0.44
COST,COSTCO WHOLESALE CORP,Consumer Staples,Equity,52050226.4,52050226.4,116888,445.3,United States,NASDAQ,USD,1,USD,,0.44
NKE,NIKE INC CLASS B,Consumer Discretionary,Equity,51142766.7,51142766.7,327209,156.3,United States,New York Stock Exchange Inc.,USD,1,USD,,0.43
WFC,WELLS FARGO,Financials,Equity,50310223.65,50310223.65,1092513,46.05,United States,New York Stock Exchange Inc.,USD,1,USD,,0.43
DHR,DANAHER CORP,Health Care,Equity,49660396.86,49660396.86,167851,295.86,United States,New York Stock Exchange Inc.,USD,1,USD,,0.42
MCD,MCDONALDS CORP,Consumer Discretionary,Equity,47860286,47860286,197240,242.65,United States,New York Stock Exchange Inc.,USD,1,USD,,0.4
T,AT&T INC,Communication,Equity,47729386.1,47729386.1,1886537,25.3,United States,New York Stock Exchange Inc.,USD,1,USD,,0.4
TXN,TEXAS INSTRUMENT INC,Information Technology,Equity,45641361.1,45641361.1,243941,187.1,United States,NASDAQ,USD,1,USD,,0.39
MDT,MEDTRONIC PLC,Health Care,Equity,43578905.51,43578905.51,355543,122.57,United States,New York Stock Exchange Inc.,USD,1,USD,,0.37
ORCL,ORACLE CORP,Information Technology,Equity,42912749.2,42912749.2,445153,96.4,United States,New York Stock Exchange Inc.,USD,1,USD,,0.36
NEE,NEXTERA ENERGY INC,Utilities,Equity,41515084.71,41515084.71,517709,80.19,United States,New York Stock Exchange Inc.,USD,1,USD,,0.35
LOW,LOWES COMPANIES INC,Consumer Discretionary,Equity,39628470.52,39628470.52,186821,212.12,United States,New York Stock Exchange Inc.,USD,1,USD,,0.33
HON,HONEYWELL INTERNATIONAL INC,Industrials,Equity,39561948.12,39561948.12,183514,215.58,United States,NASDAQ,USD,1,USD,,0.33
C,CITIGROUP INC,Financials,Equity,37602308.88,37602308.88,535188,70.26,United States,New York Stock Exchange Inc.,USD,1,USD,,0.32
QCOM,QUALCOMM INC,Information Technology,Equity,37252667.04,37252667.04,297926,125.04,United States,NASDAQ,USD,1,USD,,0.31
UNP,UNION PACIFIC CORP,Industrials,Equity,37165700.55,37165700.55,172183,215.85,United States,New York Stock Exchange Inc.,USD,1,USD,,0.31
INTU,INTUIT INC,Information Technology,Equity,36042652.38,36042652.38,67377,534.94,United States,NASDAQ,USD,1,USD,,0.3
RTX,RAYTHEON TECHNOLOGIES CORP,Industrials,Equity,35984548.4,35984548.4,401255,89.68,United States,New York Stock Exchange Inc.,USD,1,USD,,0.3
MS,MORGAN STANLEY,Financials,Equity,35439562.09,35439562.09,359537,98.57,United States,New York Stock Exchange Inc.,USD,1,USD,,0.3
UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,Equity,35180860.28,35180860.28,191138,184.06,United States,New York Stock Exchange Inc.,USD,1,USD,,0.3
AMD,ADVANCED MICRO DEVICES INC,Information Technology,Equity,34890701.64,34890701.64,319629,109.16,United States,NASDAQ,USD,1,USD,,0.29
SBUX,STARBUCKS CORP,Consumer Discretionary,Equity,34463084.76,34463084.76,311151,110.76,United States,NASDAQ,USD,1,USD,,0.29
BMY,BRISTOL MYERS SQUIBB,Health Care,Equity,33787209.17,33787209.17,592031,57.07,United States,New York Stock Exchange Inc.,USD,1,USD,,0.29
GS,GOLDMAN SACHS GROUP INC,Financials,Equity,33705933.81,33705933.81,87251,386.31,United States,New York Stock Exchange Inc.,USD,1,USD,,0.28
IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,Equity,33220908.36,33220908.36,236011,140.76,United States,New York Stock Exchange Inc.,USD,1,USD,,0.28
BLK,BLACKROCK INC,Financials,Equity,32754620.64,32754620.64,37744,867.81,United States,New York Stock Exchange Inc.,USD,1,USD,,0.28
AMT,AMERICAN TOWER REIT CORP,Real Estate,Equity,31483123.14,31483123.14,119173,264.18,United States,New York Stock Exchange Inc.,USD,1,USD,,0.27
BA,BOEING,Industrials,Equity,31365458.28,31365458.28,141426,221.78,United States,New York Stock Exchange Inc.,USD,1,USD,,0.27
TGT,TARGET CORP,Consumer Discretionary,Equity,31061600,31061600,131200,236.75,United States,New York Stock Exchange Inc.,USD,1,USD,,0.26
AMAT,APPLIED MATERIAL INC,Information Technology,Equity,30996818.86,30996818.86,241766,128.21,United States,NASDAQ,USD,1,USD,,0.26
AMGN,AMGEN INC,Health Care,Equity,30647784.42,30647784.42,150522,203.61,United States,NASDAQ,USD,1,USD,,0.26
SCHW,CHARLES SCHWAB CORP,Financials,Equity,30263936,30263936,396800,76.27,United States,New York Stock Exchange Inc.,USD,1,USD,,0.26
GE,GENERAL ELECTRIC,Industrials,Equity,29520624,29520624,288400,102.36,United States,New York Stock Exchange Inc.,USD,1,USD,,0.25
CVS,CVS HEALTH CORP,Health Care,Equity,28997143.56,28997143.56,348691,83.16,United States,New York Stock Exchange Inc.,USD,1,USD,,0.25
AXP,AMERICAN EXPRESS,Financials,Equity,28691679.6,28691679.6,170055,168.72,United States,New York Stock Exchange Inc.,USD,1,USD,,0.24
CAT,CATERPILLAR INC,Industrials,Equity,27342829.98,27342829.98,144717,188.94,United States,New York Stock Exchange Inc.,USD,1,USD,,0.23
SPGI,S&P GLOBAL INC,Financials,Equity,27338331.02,27338331.02,63514,430.43,United States,New York Stock Exchange Inc.,USD,1,USD,,0.23
MMM,3M,Industrials,Equity,27063426.18,27063426.18,152754,177.17,United States,New York Stock Exchange Inc.,USD,1,USD,,0.23
BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,Equity,26701212.79,26701212.79,10843,2462.53,United States,NASDAQ,USD,1,USD,,0.23
PLD,PROLOGIS REIT INC,Real Estate,Equity,26133798.6,26133798.6,195174,133.9,United States,New York Stock Exchange Inc.,USD,1,USD,,0.22
COP,CONOCOPHILLIPS,Energy,Equity,26108106.06,26108106.06,356522,73.23,United States,New York Stock Exchange Inc.,USD,1,USD,,0.22
DE,DEERE,Industrials,Equity,24495037,24495037,74453,329,United States,New York Stock Exchange Inc.,USD,1,USD,,0.21
LMT,LOCKHEED MARTIN CORP,Industrials,Equity,23718432.64,23718432.64,65564,361.76,United States,New York Stock Exchange Inc.,USD,1,USD,,0.2
SYK,STRYKER CORP,Health Care,Equity,23691366,23691366,92364,256.5,United States,New York Stock Exchange Inc.,USD,1,USD,,0.2
MO,ALTRIA GROUP INC,Consumer Staples,Equity,23502843.2,23502843.2,490460,47.92,United States,New York Stock Exchange Inc.,USD,1,USD,,0.2
ADI,ANALOG DEVICES INC,Information Technology,Equity,23340493.95,23340493.95,142017,164.35,United States,NASDAQ,USD,1,USD,,0.2
ADP,AUTOMATIC DATA PROCESSING INC,Information Technology,Equity,23102547.29,23102547.29,112591,205.19,United States,NASDAQ,USD,1,USD,,0.2
PNC,PNC FINANCIAL SERVICES GROUP INC,Financials,Equity,22623954.08,22623954.08,112133,201.76,United States,New York Stock Exchange Inc.,USD,1,USD,,0.19
GILD,GILEAD SCIENCES INC,Health Care,Equity,22506655.33,22506655.33,332791,67.63,United States,NASDAQ,USD,1,USD,,0.19
USB,US BANCORP,Financials,Equity,21837045.3,21837045.3,355305,61.46,United States,New York Stock Exchange Inc.,USD,1,USD,,0.18
TFC,TRUIST FINANCIAL CORP,Financials,Equity,21227738.56,21227738.56,354268,59.92,United States,New York Stock Exchange Inc.,USD,1,USD,,0.18
MMC,MARSH & MCLENNAN INC,Financials,Equity,21117420.74,21117420.74,134147,157.42,United States,New York Stock Exchange Inc.,USD,1,USD,,0.18
CB,CHUBB LTD,Financials,Equity,21079883.04,21079883.04,115671,182.24,United States,New York Stock Exchange Inc.,USD,1,USD,,0.18
LRCX,LAM RESEARCH CORP,Information Technology,Equity,20479070.97,20479070.97,37617,544.41,United States,NASDAQ,USD,1,USD,,0.17
DUK,DUKE ENERGY CORP,Utilities,Equity,20461031.6,20461031.6,203188,100.7,United States,New York Stock Exchange Inc.,USD,1,USD,,0.17
TJX,TJX INC,Consumer Discretionary,Equity,20227353.5,20227353.5,318541,63.5,United States,New York Stock Exchange Inc.,USD,1,USD,,0.17
MU,MICRON TECHNOLOGY INC,Information Technology,Equity,19649542.08,19649542.08,296016,66.38,United States,NASDAQ,USD,1,USD,,0.17
CSX,CSX CORP,Industrials,Equity,19527116.22,19527116.22,599359,32.58,United States,NASDAQ,USD,1,USD,,0.17
CCI,CROWN CASTLE INTERNATIONAL REIT CO,Real Estate,Equity,19353850.48,19353850.48,114034,169.72,United States,New York Stock Exchange Inc.,USD,1,USD,,0.16
EL,ESTEE LAUDER INC CLASS A,Consumer Staples,Equity,19086770.91,19086770.91,60591,315.01,United States,New York Stock Exchange Inc.,USD,1,USD,,0.16
COF,CAPITAL ONE FINANCIAL CORP,Financials,Equity,19010439.6,19010439.6,117276,162.1,United States,New York Stock Exchange Inc.,USD,1,USD,,0.16
SHW,SHERWIN WILLIAMS,Materials,Equity,18688952.52,18688952.52,64458,289.94,United States,New York Stock Exchange Inc.,USD,1,USD,,0.16
BDX,BECTON DICKINSON,Health Care,Equity,18132623.52,18132623.52,75603,239.84,United States,New York Stock Exchange Inc.,USD,1,USD,,0.15
ITW,ILLINOIS TOOL INC,Industrials,Equity,17858957,17858957,83150,214.78,United States,New York Stock Exchange Inc.,USD,1,USD,,0.15
AON,AON PLC CLASS A,Financials,Equity,17723895.16,17723895.16,58948,300.67,United States,New York Stock Exchange Inc.,USD,1,USD,,0.15
CI,CIGNA CORP,Health Care,Equity,17647310.37,17647310.37,88471,199.47,United States,New York Stock Exchange Inc.,USD,1,USD,,0.15
SO,SOUTHERN,Utilities,Equity,17479483.77,17479483.77,279627,62.51,United States,New York Stock Exchange Inc.,USD,1,USD,,0.15
WM,WASTE MANAGEMENT INC,Industrials,Equity,17290002.9,17290002.9,111570,154.97,United States,New York Stock Exchange Inc.,USD,1,USD,,0.15
NSC,NORFOLK SOUTHERN CORP,Industrials,Equity,17108665.5,17108665.5,65238,262.25,United States,New York Stock Exchange Inc.,USD,1,USD,,0.14
CL,COLGATE-PALMOLIVE,Consumer Staples,Equity,16789257.56,16789257.56,220708,76.07,United States,New York Stock Exchange Inc.,USD,1,USD,,0.14
ADSK,AUTODESK INC,Information Technology,Equity,16499341.05,16499341.05,58209,283.45,United States,NASDAQ,USD,1,USD,,0.14
FISV,FISERV INC,Information Technology,Equity,16470382.02,16470382.02,157853,104.34,United States,NASDAQ,USD,1,USD,,0.14
APD,AIR PRODUCTS AND CHEMICALS INC,Materials,Equity,16183719.34,16183719.34,58127,278.42,United States,New York Stock Exchange Inc.,USD,1,USD,,0.14
ETN,EATON PLC,Industrials,Equity,16163317.86,16163317.86,105374,153.39,United States,New York Stock Exchange Inc.,USD,1,USD,,0.14
F,FORD MOTOR CO,Consumer Discretionary,Equity,16009173.84,16009173.84,1032184,15.51,United States,New York Stock Exchange Inc.,USD,1,USD,,0.14
BSX,BOSTON SCIENTIFIC CORP,Health Care,Equity,15748854.03,15748854.03,376857,41.79,United States,New York Stock Exchange Inc.,USD,1,USD,,0.13
D,DOMINION ENERGY INC,Utilities,Equity,15605578.89,15605578.89,212697,73.37,United States,New York Stock Exchange Inc.,USD,1,USD,,0.13
NOC,NORTHROP GRUMMAN CORP,Industrials,Equity,15557328.8,15557328.8,40024,388.7,United States,New York Stock Exchange Inc.,USD,1,USD,,0.13
MCO,MOODYS CORP,Financials,Equity,15537787.95,15537787.95,42985,361.47,United States,New York Stock Exchange Inc.,USD,1,USD,,0.13
ATVI,ACTIVISION BLIZZARD INC,Communication,Equity,15320824.75,15320824.75,203599,75.25,United States,NASDAQ,USD,1,USD,,0.13
REGN,REGENERON PHARMACEUTICALS INC,Health Care,Equity,14515093.6,14515093.6,26530,547.12,United States,NASDAQ,USD,1,USD,,0.12
EMR,EMERSON ELECTRIC,Industrials,Equity,14485969.73,14485969.73,157679,91.87,United States,New York Stock Exchange Inc.,USD,1,USD,,0.12
FDX,FEDEX CORP,Industrials,Equity,14482937.82,14482937.82,64734,223.73,United States,New York Stock Exchange Inc.,USD,1,USD,,0.12
HUM,HUMANA INC,Health Care,Equity,14382970.41,14382970.41,34189,420.69,United States,New York Stock Exchange Inc.,USD,1,USD,,0.12
ECL,ECOLAB INC,Materials,Equity,14110796.28,14110796.28,66164,213.27,United States,New York Stock Exchange Inc.,USD,1,USD,,0.12
PGR,PROGRESSIVE CORP,Financials,Equity,13976653.08,13976653.08,153894,90.82,United States,New York Stock Exchange Inc.,USD,1,USD,,0.12
EOG,EOG RESOURCES INC,Energy,Equity,13918529.09,13918529.09,153949,90.41,United States,New York Stock Exchange Inc.,USD,1,USD,,0.12
IDXX,IDEXX LABORATORIES INC,Health Care,Equity,13904922.8,13904922.8,22315,623.12,United States,NASDAQ,USD,1,USD,,0.12
FCX,FREEPORT MCMORAN INC,Materials,Equity,13861444.5,13861444.5,386975,35.82,United States,New York Stock Exchange Inc.,USD,1,USD,,0.12
GD,GENERAL DYNAMICS CORP,Industrials,Equity,13357841.64,13357841.64,65676,203.39,United States,New York Stock Exchange Inc.,USD,1,USD,,0.11
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,Equity,13042444.1,13042444.1,189158,68.95,United States,New York Stock Exchange Inc.,USD,1,USD,,0.11
KLAC,KLA CORP,Information Technology,Equity,12992625.5,12992625.5,40550,320.41,United States,NASDAQ,USD,1,USD,,0.11
EBAY,EBAY INC,Consumer Discretionary,Equity,12891488.4,12891488.4,172116,74.9,United States,NASDAQ,USD,1,USD,,0.11
AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,Equity,12752475.12,12752475.12,226872,56.21,United States,New York Stock Exchange Inc.,USD,1,USD,,0.11
EXC,EXELON CORP,Utilities,Equity,12659989.68,12659989.68,257946,49.08,United States,NASDAQ,USD,1,USD,,0.11
PSA,PUBLIC STORAGE REIT,Real Estate,Equity,12657260.16,12657260.16,39888,317.32,United States,New York Stock Exchange Inc.,USD,1,USD,,0.11
ROP,ROPER TECHNOLOGIES INC,Industrials,Equity,12604590.6,12604590.6,27615,456.44,United States,New York Stock Exchange Inc.,USD,1,USD,,0.11
VRTX,VERTEX PHARMACEUTICALS INC,Health Care,Equity,12472383.86,12472383.86,68779,181.34,United States,NASDAQ,USD,1,USD,,0.11
LHX,L3HARRIS TECHNOLOGIES INC,Industrials,Equity,12444469,12444469,53050,234.58,United States,New York Stock Exchange Inc.,USD,1,USD,,0.11
A,AGILENT TECHNOLOGIES INC,Health Care,Equity,12060863.36,12060863.36,80288,150.22,United States,New York Stock Exchange Inc.,USD,1,USD,,0.1
SLB,SCHLUMBERGER NV,Energy,Equity,12050766,12050766,367850,32.76,United States,New York Stock Exchange Inc.,USD,1,USD,,0.1
NEM,NEWMONT,Materials,Equity,11916787.11,11916787.11,211403,56.37,United States,New York Stock Exchange Inc.,USD,1,USD,,0.1
SNPS,SYNOPSYS INC,Information Technology,Equity,11860592.7,11860592.7,40029,296.3,United States,NASDAQ,USD,1,USD,,0.1
SPG,SIMON PROPERTY GROUP REIT INC,Real Estate,Equity,11791059.8,11791059.8,85972,137.15,United States,New York Stock Exchange Inc.,USD,1,USD,,0.1
KMB,KIMBERLY CLARK CORP,Consumer Staples,Equity,11757582.65,11757582.65,88703,132.55,United States,New York Stock Exchange Inc.,USD,1,USD,,0.1
BK,BANK OF NEW YORK MELLON CORP,Financials,Equity,11577173.1,11577173.1,209390,55.29,United States,New York Stock Exchange Inc.,USD,1,USD,,0.1
APH,AMPHENOL CORP CLASS A,Information Technology,Equity,11481720.66,11481720.66,154262,74.43,United States,New York Stock Exchange Inc.,USD,1,USD,,0.1
TROW,T ROWE PRICE GROUP INC,Financials,Equity,11380329.18,11380329.18,59477,191.34,United States,NASDAQ,USD,1,USD,,0.1
CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,Equity,11135043.5,11135043.5,72541,153.5,United States,NASDAQ,USD,1,USD,,0.09
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Consumer Discretionary,Equity,11134650.06,11134650.06,72013,154.62,United States,NASDAQ,USD,1,USD,,0.09
BIIB,BIOGEN INC,Health Care,Equity,11106883.05,11106883.05,39157,283.65,United States,NASDAQ,USD,1,USD,,0.09
AEP,AMERICAN ELECTRIC POWER INC,Utilities,Equity,11053025.1,11053025.1,132435,83.46,United States,NASDAQ,USD,1,USD,,0.09
ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,Equity,11050287.64,11050287.64,18046,612.34,United States,NASDAQ,USD,1,USD,01/01/1970 00:00,0.09
PXD,PIONEER NATURAL RESOURCE,Energy,Equity,10874273.8,10874273.8,57005,190.76,United States,New York Stock Exchange Inc.,USD,1,USD,,0.09
SRE,SEMPRA,Utilities,Equity,10741023.75,10741023.75,84675,126.85,United States,New York Stock Exchange Inc.,USD,1,USD,,0.09
TT,TRANE TECHNOLOGIES PLC,Industrials,Equity,10695600.29,10695600.29,62683,170.63,United States,New York Stock Exchange Inc.,USD,1,USD,,0.09
MSI,MOTOROLA SOLUTIONS INC,Information Technology,Equity,10568216.1,10568216.1,43797,241.3,United States,New York Stock Exchange Inc.,USD,1,USD,,0.09
BAX,BAXTER INTERNATIONAL INC,Health Care,Equity,10542100.4,10542100.4,133783,78.8,United States,New York Stock Exchange Inc.,USD,1,USD,,0.09
SYY,SYSCO CORP,Consumer Staples,Equity,10540828.32,10540828.32,128798,81.84,United States,New York Stock Exchange Inc.,USD,1,USD,,0.09
XLNX,XILINX INC,Information Technology,Equity,10503532.05,10503532.05,64977,161.65,United States,NASDAQ,USD,1,USD,,0.09
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Information Technology,Equity,10500620.46,10500620.46,138842,75.63,United States,NASDAQ,USD,1,USD,,0.09
TRV,TRAVELERS COMPANIES INC,Financials,Equity,10381637.37,10381637.37,66383,156.39,United States,New York Stock Exchange Inc.,USD,1,USD,,0.09
EA,ELECTRONIC ARTS INC,Communication,Equity,10181562.12,10181562.12,74623,136.44,United States,NASDAQ,USD,1,USD,,0.09
PAYX,PAYCHEX INC,Information Technology,Equity,10024153.86,10024153.86,85341,117.46,United States,NASDAQ,USD,1,USD,,0.08
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,Equity,10008377,10008377,142468,70.25,United States,NASDAQ,USD,1,USD,,0.08
SIVB,SVB FINANCIAL GROUP,Financials,Equity,10005784.2,10005784.2,14985,667.72,United States,NASDAQ,USD,1,USD,,0.08
GIS,GENERAL MILLS INC,Consumer Staples,Equity,9978884.04,9978884.04,161314,61.86,United States,New York Stock Exchange Inc.,USD,1,USD,,0.08
ROST,ROSS STORES INC,Consumer Discretionary,Equity,9893419.36,9893419.36,92774,106.64,United States,NASDAQ,USD,1,USD,,0.08
ALL,ALLSTATE CORP,Financials,Equity,9785116.5,9785116.5,77845,125.7,United States,New York Stock Exchange Inc.,USD,1,USD,,0.08
PH,PARKER-HANNIFIN CORP,Industrials,Equity,9700444.98,9700444.98,33939,285.82,United States,New York Stock Exchange Inc.,USD,1,USD,,0.08
YUM,YUM BRANDS INC,Consumer Discretionary,Equity,9674580.48,9674580.48,78324,123.52,United States,New York Stock Exchange Inc.,USD,1,USD,,0.08
DD,DUPONT DE NEMOURS INC,Materials,Equity,9629589.42,9629589.42,138237,69.66,United States,New York Stock Exchange Inc.,USD,1,USD,,0.08
PPG,PPG INDUSTRIES INC,Materials,Equity,9608412.24,9608412.24,62118,154.68,United States,New York Stock Exchange Inc.,USD,1,USD,,0.08
AZO,AUTOZONE INC,Consumer Discretionary,Equity,9590189.84,9590189.84,5698,1683.08,United States,New York Stock Exchange Inc.,USD,1,USD,,0.08
RMD,RESMED INC,Health Care,Equity,9567338,9567338,37928,252.25,United States,New York Stock Exchange Inc.,USD,1,USD,,0.08
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,Equity,9513675.45,9513675.45,65907,144.35,United States,New York Stock Exchange Inc.,USD,1,USD,,0.08
AFL,AFLAC INC,Financials,Equity,9436740.64,9436740.64,174884,53.96,United States,New York Stock Exchange Inc.,USD,1,USD,,0.08
CTAS,CINTAS CORP,Industrials,Equity,9373661.58,9373661.58,23126,405.33,United States,NASDAQ,USD,1,USD,,0.08
WELL,WELLTOWER INC,Real Estate,Equity,9320900.61,9320900.61,111909,83.29,United States,New York Stock Exchange Inc.,USD,1,USD,,0.08
CSGP,COSTAR GROUP INC,Industrials,Equity,9298827.06,9298827.06,104037,89.38,United States,NASDAQ,USD,1,USD,,0.08
SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,Equity,9292001.4,9292001.4,28442,326.7,United States,NASDAQ,USD,1,USD,,0.08
WMB,WILLIAMS INC,Energy,Equity,9254446.63,9254446.63,319891,28.93,United States,New York Stock Exchange Inc.,USD,1,USD,,0.08
ADM,ARCHER DANIELS MIDLAND,Consumer Staples,Equity,9247226.56,9247226.56,146968,62.92,United States,New York Stock Exchange Inc.,USD,1,USD,,0.08
STZ,CONSTELLATION BRANDS INC CLASS A,Consumer Staples,Equity,9222305.18,9222305.18,42086,219.13,United States,New York Stock Exchange Inc.,USD,1,USD,,0.08
XEL,XCEL ENERGY INC,Utilities,Equity,9204035.38,9204035.38,142942,64.39,United States,NASDAQ,USD,1,USD,,0.08
ROK,ROCKWELL AUTOMATION INC,Industrials,Equity,9202410.56,9202410.56,30688,299.87,United States,New York Stock Exchange Inc.,USD,1,USD,,0.08
WBA,WALGREEN BOOTS ALLIANCE INC,Consumer Staples,Equity,8955391.92,8955391.92,189492,47.26,United States,NASDAQ,USD,1,USD,,0.08
CMI,CUMMINS INC,Industrials,Equity,8754990.48,8754990.48,37812,231.54,United States,New York Stock Exchange Inc.,USD,1,USD,,0.07
STT,STATE STREET CORP,Financials,Equity,8657849.37,8657849.37,96617,89.61,United States,New York Stock Exchange Inc.,USD,1,USD,,0.07
AJG,ARTHUR J GALLAGHER,Financials,Equity,8598758.88,8598758.88,54244,158.52,United States,New York Stock Exchange Inc.,USD,1,USD,,0.07
AVB,AVALONBAY COMMUNITIES REIT INC,Real Estate,Equity,8452807.5,8452807.5,37025,228.3,United States,New York Stock Exchange Inc.,USD,1,USD,,0.07
VLO,VALERO ENERGY CORP,Energy,Equity,8432009.26,8432009.26,107909,78.14,United States,New York Stock Exchange Inc.,USD,1,USD,,0.07
HPQ,HP INC,Information Technology,Equity,8425697.68,8425697.68,318191,26.48,United States,New York Stock Exchange Inc.,USD,1,USD,,0.07
MNST,MONSTER BEVERAGE CORP,Consumer Staples,Equity,8293137.37,8293137.37,97189,85.33,United States,NASDAQ,USD,1,USD,,0.07
EQR,EQUITY RESIDENTIAL REIT,Real Estate,Equity,8233259.4,8233259.4,97980,84.03,United States,New York Stock Exchange Inc.,USD,1,USD,,0.07
MTD,METTLER TOLEDO INC,Health Care,Equity,8212976.28,8212976.28,6037,1360.44,United States,New York Stock Exchange Inc.,USD,1,USD,,0.07
MCK,MCKESSON CORP,Health Care,Equity,8173047.42,8173047.42,41017,199.26,United States,New York Stock Exchange Inc.,USD,1,USD,,0.07
EFX,EQUIFAX INC,Industrials,Equity,8161139.28,8161139.28,32012,254.94,United States,New York Stock Exchange Inc.,USD,1,USD,,0.07
FAST,FASTENAL,Industrials,Equity,8101632.85,8101632.85,151009,53.65,United States,NASDAQ,USD,1,USD,,0.07
ARE,ALEXANDRIA REAL ESTATE EQUITIES RE,Real Estate,Equity,8064149.04,8064149.04,40827,197.52,United States,New York Stock Exchange Inc.,USD,1,USD,,0.07
LUV,SOUTHWEST AIRLINES,Industrials,Equity,8024673.75,8024673.75,156579,51.25,United States,New York Stock Exchange Inc.,USD,1,USD,,0.07
ANSS,ANSYS INC,Information Technology,Equity,7992325.99,7992325.99,22979,347.81,United States,NASDAQ,USD,1,USD,,0.07
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,Equity,7944485.78,7944485.78,132034,60.17,United States,New York Stock Exchange Inc.,USD,1,USD,,0.07
