Ticker,Name,Sector,AssetClass,MarketValue,NotionalValue,Shares,Price,Location,Exchange,Currency,FXRate,MarketCurrency,AccrualDate,Weight
STC,STEWART INFO SERVICES CORP,Financials,Equity,474772.32,474772.32,6984,67.98,United States,New York Stock Exchange Inc.,USD,1,USD,,0
CBZ,CBIZ INC,Industrials,Equity,470612.87,470612.87,13637,34.51,United States,New York Stock Exchange Inc.,USD,1,USD,,0
OSIS,OSI SYSTEMS INC,Information Technology,Equity,471002.25,471002.25,4971,94.75,United States,NASDAQ,USD,1,USD,,0
MGRC,MCGRATH RENT,Industrials,Equity,469832,469832,6182,76,United States,NASDAQ,USD,1,USD,,0
FOE,FERRO CORP,Materials,Equity,466222.26,466222.26,22393,20.82,United States,New York Stock Exchange Inc.,USD,1,USD,,0
CFFN,CAPITOL FEDERAL FINANCIAL INC,Financials,Equity,461988.8,461988.8,39520,11.69,United States,NASDAQ,USD,1,USD,01/01/1970 00:00,0
PSMT,PRICESMART INC,Consumer Staples,Equity,459895.92,459895.92,6007,76.56,United States,NASDAQ,USD,1,USD,,0
ATGE,ADTALEM GLOBAL EDUCATION INC,Consumer Discretionary,Equity,456057.27,456057.27,12807,35.61,United States,New York Stock Exchange Inc.,USD,1,USD,,0
HNI,HNI CORP,Industrials,Equity,448820.2,448820.2,11740,38.23,United States,New York Stock Exchange Inc.,USD,1,USD,,0
ARGO,ARGO GROUP INTERNATIONAL HOLDINGS,Financials,Equity,448449,448449,8300,54.03,United States,New York Stock Exchange Inc.,USD,1,USD,,0
ECPG,ENCORE CAPITAL GROUP INC,Financials,Equity,447884.12,447884.12,8758,51.14,United States,NASDAQ,USD,1,USD,,0
PRK,PARK NATIONAL CORP,Financials,Equity,446784,446784,3580,124.8,United States,Nyse Mkt Llc,USD,1,USD,,0
LKFN,LAKELAND FINANCIAL CORP,Financials,Equity,445503.7,445503.7,6035,73.82,United States,NASDAQ,USD,1,USD,,0
CRS,CARPENTER TECHNOLOGY CORP,Materials,Equity,441536.85,441536.85,13441,32.85,United States,New York Stock Exchange Inc.,USD,1,USD,,0
MDRX,ALLSCRIPTS HEALTHCARE SOLUTIONS IN,Health Care,Equity,441636.72,441636.72,31704,13.93,United States,NASDAQ,USD,1,USD,,0
GEF,GREIF INC CLASS A,Materials,Equity,441146.4,441146.4,6352,69.45,United States,New York Stock Exchange Inc.,USD,1,USD,,0
MTOR,MERITOR INC,Industrials,Equity,440425.35,440425.35,17415,25.29,United States,New York Stock Exchange Inc.,USD,1,USD,,0
RWT,REDWOOD TRUST REIT INC,Financials,Equity,439351.34,439351.34,31814,13.81,United States,New York Stock Exchange Inc.,USD,1,USD,,0
CLI,MACK-CALI REALTY REIT CORP,Real Estate,Equity,437912.64,437912.64,24288,18.03,United States,New York Stock Exchange Inc.,USD,1,USD,,0
PPC,PILGRIMS PRIDE CORP,Consumer Staples,Equity,435650.86,435650.86,15038,28.97,United States,NASDAQ,USD,1,USD,,0
HOPE,HOPE BANCORP INC,Financials,Equity,432044.21,432044.21,29653,14.57,United States,NASDAQ,USD,1,USD,,0
EPAY,BOTTOMLINE TECHNOLOGIES INC,Information Technology,Equity,431546.5,431546.5,11209,38.5,United States,NASDAQ,USD,1,USD,,0
NBTB,NBT BANCORP INC,Financials,Equity,429629.76,429629.76,11816,36.36,United States,NASDAQ,USD,1,USD,,0
MHO,M I HOMES INC,Consumer Discretionary,Equity,429875.09,429875.09,7327,58.67,United States,New York Stock Exchange Inc.,USD,1,USD,,0
TTEC,TTEC HOLDINGS INC,Information Technology,Equity,428300.4,428300.4,4686,91.4,United States,NASDAQ,USD,1,USD,,0
LZB,LA-Z-BOY INC,Consumer Discretionary,Equity,426863.5,426863.5,12838,33.25,United States,New York Stock Exchange Inc.,USD,1,USD,,0
HMN,HORACE MANN EDUCATORS CORP,Financials,Equity,425045.79,425045.79,10907,38.97,United States,New York Stock Exchange Inc.,USD,1,USD,,0
OXM,OXFORD INDUSTRIES INC,Consumer Discretionary,Equity,422498.03,422498.03,4621,91.43,United States,New York Stock Exchange Inc.,USD,1,USD,,0
WABC,WESTAMERICA BANCORPORATION,Financials,Equity,419407.38,419407.38,7741,54.18,United States,NASDAQ,USD,1,USD,,0
FBNC,FIRST BANCORP,Financials,Equity,419707.65,419707.65,8695,48.27,United States,NASDAQ,USD,1,USD,,0
SHEN,SHENANDOAH TELECOMMUNICATIONS,Communication,Equity,417794.94,417794.94,13378,31.23,United States,NASDAQ,USD,1,USD,,0
CSGS,CSG SYSTEMS INTERNATIONAL INC,Information Technology,Equity,417871.8,417871.8,8391,49.8,United States,NASDAQ,USD,1,USD,,0
BIG,BIG LOTS INC,Consumer Discretionary,Equity,416386.26,416386.26,9001,46.26,United States,New York Stock Exchange Inc.,USD,1,USD,,0
BBBY,BED BATH AND BEYOND INC,Consumer Discretionary,Equity,413691.56,413691.56,28649,14.44,United States,NASDAQ,USD,1,USD,,0
STRA,STRATEGIC EDUCATION INC,Consumer Discretionary,Equity,410045.65,410045.65,5947,68.95,United States,NASDAQ,USD,1,USD,,0
STAR,ISTAR REIT INC,Real Estate,Equity,410840.2,410840.2,15986,25.7,United States,New York Stock Exchange Inc.,USD,1,USD,,0
NWN,NORTHWEST NATURAL HOLDING COMPANY,Utilities,Equity,410914.24,410914.24,8728,47.08,United States,New York Stock Exchange Inc.,USD,1,USD,,0
DLX,DELUXE CORP,Industrials,Equity,408504.72,408504.72,10946,37.32,United States,New York Stock Exchange Inc.,USD,1,USD,,0
PLUS,EPLUS,Information Technology,Equity,405475.98,405475.98,3822,106.09,United States,NASDAQ,USD,1,USD,,0
PTEN,PATTERSON UTI ENERGY INC,Energy,Equity,403083.52,403083.52,44987,8.96,United States,NASDAQ,USD,1,USD,,0
MVIS,MICROVISION INC,Information Technology,Equity,403235.6,403235.6,41960,9.61,United States,NASDAQ,USD,1,USD,,0
SKT,TANGER FACTORY OUTLET CENTERS REIT,Real Estate,Equity,397388.96,397388.96,23542,16.88,United States,New York Stock Exchange Inc.,USD,1,USD,,0
MCY,MERCURY GENERAL CORP,Financials,Equity,396288.14,396288.14,7069,56.06,United States,New York Stock Exchange Inc.,USD,1,USD,,0
CDMO,AVID BIOSERVICES INC,Health Care,Equity,393596.52,393596.52,16806,23.42,United States,NASDAQ,USD,1,USD,,0
CDE,COEUR MINING INC,Materials,Equity,393535.29,393535.29,61203,6.43,United States,New York Stock Exchange Inc.,USD,1,USD,,0
IPAR,INTER PARFUMS INC,Consumer Staples,Equity,394177.94,394177.94,5062,77.87,United States,NASDAQ,USD,1,USD,,0
HSC,HARSCO CORP,Industrials,Equity,392181.32,392181.32,22948,17.09,United States,New York Stock Exchange Inc.,USD,1,USD,,0
MEI,METHODE ELECTRONICS INC,Information Technology,Equity,393298.2,393298.2,9342,42.1,United States,New York Stock Exchange Inc.,USD,1,USD,,0
DDS,DILLARDS INC CLASS A,Consumer Discretionary,Equity,386129.36,386129.36,1907,202.48,United States,New York Stock Exchange Inc.,USD,1,USD,,0
SAH,SONIC AUTOMOTIVE INC CLASS A,Consumer Discretionary,Equity,384891.94,384891.94,7309,52.66,United States,New York Stock Exchange Inc.,USD,1,USD,,0
AZZ,AZZ INC,Industrials,Equity,378760.68,378760.68,6766,55.98,United States,New York Stock Exchange Inc.,USD,1,USD,,0
GBX,GREENBRIER INC,Industrials,Equity,378365.9,378365.9,8410,44.99,United States,New York Stock Exchange Inc.,USD,1,USD,,0
FIZZ,NATIONAL BEVERAGE CORP,Consumer Staples,Equity,377760.51,377760.51,6759,55.89,United States,NASDAQ,USD,1,USD,,0
OPK,OPKO HEALTH INC,Health Care,Equity,377587.9,377587.9,101230,3.73,United States,NASDAQ,USD,1,USD,,0
OII,OCEANEERING INTERNATIONAL INC,Energy,Equity,376548.48,376548.48,24904,15.12,United States,New York Stock Exchange Inc.,USD,1,USD,,0
SYBT,STOCK YARDS BANCORP INC,Financials,Equity,373610.16,373610.16,6072,61.53,United States,NASDAQ,USD,1,USD,,0
JOE,ST JOE,Real Estate,Equity,372997.8,372997.8,8458,44.1,United States,New York Stock Exchange Inc.,USD,1,USD,,0
USPH,US PHYSICAL THERAPY INC,Health Care,Equity,372892,372892,3550,105.04,United States,New York Stock Exchange Inc.,USD,1,USD,,0
DIN,DINE BRANDS GLOBAL INC,Consumer Discretionary,Equity,367932.56,367932.56,4574,80.44,United States,New York Stock Exchange Inc.,USD,1,USD,,0
SNEX,STONEX GROUP INC,Financials,Equity,362466.52,362466.52,5321,68.12,United States,NASDAQ,USD,1,USD,,0
CNA,CNA FINANCIAL CORP,Financials,Equity,361263.15,361263.15,8091,44.65,United States,New York Stock Exchange Inc.,USD,1,USD,,0
MTRN,MATERION CORP,Materials,Equity,359028.34,359028.34,5027,71.42,United States,New York Stock Exchange Inc.,USD,1,USD,,0
CRVL,CORVEL CORP,Health Care,Equity,354330.09,354330.09,2097,168.97,United States,NASDAQ,USD,1,USD,,0
USNA,USANA HEALTH SCIENCES INC,Consumer Staples,Equity,353346.48,353346.48,3636,97.18,United States,New York Stock Exchange Inc.,USD,1,USD,,0
BUSE,FIRST BUSEY CORP,Financials,Equity,352042.88,352042.88,14048,25.06,United States,NASDAQ,USD,1,USD,,0
TNC,TENNANT,Industrials,Equity,352631.4,352631.4,4646,75.9,United States,New York Stock Exchange Inc.,USD,1,USD,,0
INO,INOVIO PHARMACEUTICALS INC,Health Care,Equity,348898.86,348898.86,49914,6.99,United States,NASDAQ,USD,1,USD,,0
SBSI,SOUTHSIDE BANCSHARES INC,Financials,Equity,347822.38,347822.38,9146,38.03,United States,NASDAQ,USD,1,USD,,0
SHYF,SHYFT GROUP INC,Industrials,Equity,345891.02,345891.02,8947,38.66,United States,NASDAQ,USD,1,USD,,0
ALG,ALAMO GROUP INC,Industrials,Equity,345357.24,345357.24,2406,143.54,United States,New York Stock Exchange Inc.,USD,1,USD,,0
KFRC,KFORCE INC,Industrials,Equity,339137.76,339137.76,5083,66.72,United States,NASDAQ,USD,1,USD,,0
ANAT,AMERICAN NATIONAL GROUP INC,Financials,Equity,338736.6,338736.6,1788,189.45,United States,NASDAQ,USD,1,USD,,0
LTC,LTC PROPERTIES REIT INC,Real Estate,Equity,336055.72,336055.72,9919,33.88,United States,New York Stock Exchange Inc.,USD,1,USD,,0
COHU,COHU INC,Information Technology,Equity,335057.5,335057.5,11150,30.05,United States,NASDAQ,USD,1,USD,,0
PAR,PAR TECHNOLOGY CORP,Information Technology,Equity,332461.14,332461.14,5114,65.01,United States,New York Stock Exchange Inc.,USD,1,USD,,0
DCOM,DIME COMMUNITY BANCSHARES INC,Financials,Equity,330732.16,330732.16,9592,34.48,United States,NASDAQ,USD,1,USD,,0
CNOB,CONNECTONE BANCORP INC,Financials,Equity,331723.65,331723.65,10481,31.65,United States,NASDAQ,USD,1,USD,,0
UVV,UNIVERSAL CORP,Consumer Staples,Equity,330239,330239,6685,49.4,United States,New York Stock Exchange Inc.,USD,1,USD,,0
SBGI,SINCLAIR BROADCAST GROUP INC CLASS,Communication,Equity,329985.6,329985.6,11956,27.6,United States,NASDAQ,USD,1,USD,,0
OCFC,OCEANFIRST FINANCIAL CORP,Financials,Equity,329030.26,329030.26,15247,21.58,United States,NASDAQ,USD,1,USD,,0
CHCO,CITY HOLDING,Financials,Equity,325933.32,325933.32,4234,76.98,United States,NASDAQ,USD,1,USD,,0
SXI,STANDEX INTERNATIONAL CORP,Industrials,Equity,324986.16,324986.16,3112,104.43,United States,New York Stock Exchange Inc.,USD,1,USD,,0
AMWD,AMERICAN WOODMARK CORP,Industrials,Equity,323868.62,323868.62,4786,67.67,United States,NASDAQ,USD,1,USD,,0
FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials,Equity,324121.35,324121.35,23135,14.01,United States,New York Stock Exchange Inc.,USD,1,USD,,0
IMGN,IMMUNOGEN INC,Health Care,Equity,323768.25,323768.25,55345,5.85,United States,NASDAQ,USD,1,USD,,0
CMCO,COLUMBUS MCKINNON CORP,Industrials,Equity,324492.96,324492.96,6644,48.84,United States,NASDAQ,USD,1,USD,,0
TUP,TUPPERWARE BRANDS CORP,Consumer Discretionary,Equity,322054.04,322054.04,13492,23.87,United States,New York Stock Exchange Inc.,USD,1,USD,,0
SEB,SEABOARD CORP,Consumer Staples,Equity,320955.75,320955.75,75,4279.41,United States,Nyse Mkt Llc,USD,1,USD,,0
EPAC,ENERPAC TOOL GROUP CORP CLASS A,Industrials,Equity,318719.28,318719.28,15928,20.01,United States,New York Stock Exchange Inc.,USD,1,USD,,0
RGR,STURM RUGER INC,Consumer Discretionary,Equity,318329.86,318329.86,4159,76.54,United States,New York Stock Exchange Inc.,USD,1,USD,,0
GIII,G III APPAREL GROUP LTD,Consumer Discretionary,Equity,318434,318434,11300,28.18,United States,NASDAQ,USD,1,USD,,0
SWBI,SMITH WESSON BRANDS INC,Consumer Discretionary,Equity,317619.84,317619.84,15096,21.04,United States,NASDAQ,USD,1,USD,,0
TBI,TRUEBLUE INC,Industrials,Equity,316724.68,316724.68,10042,31.54,United States,New York Stock Exchange Inc.,USD,1,USD,,0
AXL,AMERICAN AXLE AND MANUFACTURING HO,Consumer Discretionary,Equity,316749.72,316749.72,30282,10.46,United States,New York Stock Exchange Inc.,USD,1,USD,,0
TCBK,TRICO BANCSHARES,Financials,Equity,315888.04,315888.04,7319,43.16,United States,NASDAQ,USD,1,USD,,0
AIR,AAR CORP,Industrials,Equity,314223.7,314223.7,9422,33.35,United States,New York Stock Exchange Inc.,USD,1,USD,,0
HIBB,HIBBETT INC,Consumer Discretionary,Equity,314850.88,314850.88,4216,74.68,United States,NASDAQ,USD,1,USD,,0
SCHN,SCHNITZER STEEL INDUSTRIES INC CLA,Materials,Equity,313712.73,313712.73,6273,50.01,United States,NASDAQ,USD,1,USD,,0
TELL,TELLURIAN INC,Energy,Equity,309516.36,309516.36,87434,3.54,United States,NASDAQ,USD,1,USD,,0
SCS,STEELCASE INC CLASS A,Industrials,Equity,310479.84,310479.84,25366,12.24,United States,New York Stock Exchange Inc.,USD,1,USD,,0
OFG,OFG BANCORP,Financials,Equity,309188.46,309188.46,11998,25.77,United States,New York Stock Exchange Inc.,USD,1,USD,,0
CSR,CENTERSPACE,Real Estate,Equity,307918.5,307918.5,3090,99.65,United States,New York Stock Exchange Inc.,USD,1,USD,,0
IMAX,IMAX CORP,Communication,Equity,307949.4,307949.4,14949,20.6,United States,New York Stock Exchange Inc.,USD,1,USD,,0
AROC,ARCHROCK INC,Energy,Equity,307920.64,307920.64,35312,8.72,United States,New York Stock Exchange Inc.,USD,1,USD,,0
PBI,PITNEY BOWES INC,Industrials,Equity,305281.22,305281.22,43058,7.09,United States,New York Stock Exchange Inc.,USD,1,USD,,0
TGI,TRIUMPH GROUP INC,Industrials,Equity,304864.7,304864.7,15995,19.06,United States,New York Stock Exchange Inc.,USD,1,USD,,0
ASTE,ASTEC INDUSTRIES INC,Industrials,Equity,304064.88,304064.88,6008,50.61,United States,NASDAQ,USD,1,USD,,0
PRA,PROASSURANCE CORP,Financials,Equity,302350.8,302350.8,13261,22.8,United States,New York Stock Exchange Inc.,USD,1,USD,,0
ANDE,ANDERSONS INC,Consumer Staples,Equity,303316,303316,9880,30.7,United States,NASDAQ,USD,1,USD,,0
FDP,FRESH DEL MONTE PRODUCE INC,Consumer Staples,Equity,300330,300330,9000,33.37,United States,New York Stock Exchange Inc.,USD,1,USD,,0
HA,HAWAIIAN HOLDINGS INC,Industrials,Equity,298824.81,298824.81,14291,20.91,United States,NASDAQ,USD,1,USD,,0
AIV,APARTMENT INVESTMENT AND MANAGEMEN,Real Estate,Equity,297284.68,297284.68,40502,7.34,United States,New York Stock Exchange Inc.,USD,1,USD,,0
BANF,BANCFIRST CORP,Financials,Equity,297056.78,297056.78,4759,62.42,United States,NASDAQ,USD,1,USD,,0
EXTR,EXTREME NETWORKS INC,Information Technology,Equity,295768.4,295768.4,29284,10.1,United States,NASDAQ,USD,1,USD,,0
AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials,Equity,293009.44,293009.44,2536,115.54,United States,New York Stock Exchange Inc.,USD,1,USD,,0
CXW,CORECIVIC REIT INC,Industrials,Equity,291494.84,291494.84,30716,9.49,United States,New York Stock Exchange Inc.,USD,1,USD,,0
GFF,GRIFFON CORP,Industrials,Equity,290248.75,290248.75,11495,25.25,United States,New York Stock Exchange Inc.,USD,1,USD,,0
TMP,TOMPKINS FINANCIAL CORP,Financials,Equity,290423.24,290423.24,3574,81.26,United States,Nyse Mkt Llc,USD,1,USD,,0
IMKTA,INGLES MARKETS INC CLASS A,Consumer Staples,Equity,289306.08,289306.08,4252,68.04,United States,NASDAQ,USD,1,USD,,0
CALM,CAL MAINE FOODS INC,Consumer Staples,Equity,290308.7,290308.7,8405,34.54,United States,NASDAQ,USD,1,USD,,0
KAMN,KAMAN CORP,Industrials,Equity,288996.26,288996.26,7834,36.89,United States,New York Stock Exchange Inc.,USD,1,USD,,0
FARO,FARO TECHNOLOGIES INC,Information Technology,Equity,288765.75,288765.75,4231,68.25,United States,NASDAQ,USD,1,USD,,0
STBA,S AND T BANCORP INC,Financials,Equity,287931.21,287931.21,9569,30.09,United States,NASDAQ,USD,1,USD,,0
TVTY,TIVITY HEALTH INC,Health Care,Equity,284550.24,284550.24,11768,24.18,United States,NASDAQ,USD,1,USD,,0
PFC,PREMIER FINANCIAL CORP,Financials,Equity,284459.94,284459.94,8982,31.67,United States,NASDAQ,USD,1,USD,,0
SWM,SCHWEITZER MAUDUIT INTERNATIONAL I,Materials,Equity,282998.52,282998.52,7686,36.82,United States,New York Stock Exchange Inc.,USD,1,USD,,0
APOG,APOGEE ENTERPRISES INC,Industrials,Equity,280778.55,280778.55,7085,39.63,United States,NASDAQ,USD,1,USD,,0
GEO,GEO GROUP REIT INC,Real Estate,Equity,279676.8,279676.8,33696,8.3,United States,New York Stock Exchange Inc.,USD,1,USD,,0
HFWA,HERITAGE FINANCIAL CORP,Financials,Equity,279138.24,279138.24,11292,24.72,United States,NASDAQ,USD,1,USD,,0
CRAI,CRA INTERNATIONAL INC,Industrials,Equity,279047.5,279047.5,2645,105.5,United States,NASDAQ,USD,1,USD,,0
ECOL,US ECOLOGY INC,Industrials,Equity,277643.04,277643.04,9136,30.39,United States,NASDAQ,USD,1,USD,,0
BHE,BENCHMARK ELECTRONICS INC,Information Technology,Equity,277502.86,277502.86,10702,25.93,United States,New York Stock Exchange Inc.,USD,1,USD,,0
BRKL,BROOKLINE BANCORP INC,Financials,Equity,276671.14,276671.14,17954,15.41,United States,NASDAQ,USD,1,USD,,0
GTY,GETTY REALTY REIT CORP,Real Estate,Equity,275741.76,275741.76,8872,31.08,United States,New York Stock Exchange Inc.,USD,1,USD,,0
MATW,MATTHEWS INTERNATIONAL CORP CLASS,Industrials,Equity,276132.4,276132.4,7960,34.69,United States,NASDAQ,USD,1,USD,,0
RDNT,RADNET INC,Health Care,Equity,274775.16,274775.16,9682,28.38,United States,NASDAQ,USD,1,USD,,0
BKE,BUCKLE INC,Consumer Discretionary,Equity,274389.22,274389.22,6829,40.18,United States,New York Stock Exchange Inc.,USD,1,USD,,0
PLCE,CHILDRENS PLACE INC,Consumer Discretionary,Equity,270989.1,270989.1,3261,83.1,United States,NASDAQ,USD,1,USD,,0
ATRI,ATRION CORP,Health Care,Equity,268840.14,268840.14,382,703.77,United States,NASDAQ,USD,1,USD,,0
GDEN,GOLDEN ENTERTAINMENT INC,Consumer Discretionary,Equity,265850.45,265850.45,5255,50.59,United States,NASDAQ,USD,1,USD,,0
NBR,NABORS INDUSTRIES LTD,Energy,Equity,266440.98,266440.98,2262,117.79,United States,New York Stock Exchange Inc.,USD,1,USD,,0
ADTN,ADTRAN INC,Information Technology,Equity,266440.15,266440.15,14195,18.77,United States,NASDAQ,USD,1,USD,,0
DENN,DENNYS CORP,Consumer Discretionary,Equity,266323.68,266323.68,17614,15.12,United States,NASDAQ,USD,1,USD,,0
WNC,WABASH NATIONAL CORP,Industrials,Equity,261244.8,261244.8,16920,15.44,United States,New York Stock Exchange Inc.,USD,1,USD,,0
VECO,VEECO INSTRUMENTS INC,Information Technology,Equity,260865.68,260865.68,11288,23.11,United States,NASDAQ,USD,1,USD,,0
RPT,RPT REALTY,Real Estate,Equity,259701.88,259701.88,18724,13.87,United States,New York Stock Exchange Inc.,USD,1,USD,,0
CTS,CTS CORP,Information Technology,Equity,260635.1,260635.1,8327,31.3,United States,New York Stock Exchange Inc.,USD,1,USD,,0
MGPI,MGP INGREDIENTS INC,Consumer Staples,Equity,257552.62,257552.62,3887,66.26,United States,NASDAQ,USD,1,USD,,0
DRQ,DRIL QUIP INC,Energy,Equity,256951.38,256951.38,10002,25.69,United States,New York Stock Exchange Inc.,USD,1,USD,,0
HZO,MARINEMAX INC,Consumer Discretionary,Equity,253506.24,253506.24,5328,47.58,United States,New York Stock Exchange Inc.,USD,1,USD,,0
GABC,GERMAN AMERICAN BANCORP INC,Financials,Equity,252022.12,252022.12,6524,38.63,United States,NASDAQ,USD,1,USD,,0
ENDP,ENDO INTERNATIONAL PLC,Health Care,Equity,250928.6,250928.6,60905,4.12,United States,NASDAQ,USD,1,USD,,0
NHC,NATIONAL HEALTHCARE CORP,Health Care,Equity,250273.92,250273.92,3523,71.04,United States,Nyse Mkt Llc,USD,1,USD,,0
SCHL,SCHOLASTIC CORP,Communication,Equity,250400.43,250400.43,6973,35.91,United States,NASDAQ,USD,1,USD,,0
ACCO,ACCO BRANDS CORP,Industrials,Equity,247929.6,247929.6,27920,8.88,United States,New York Stock Exchange Inc.,USD,1,USD,,0
SSP,EW SCRIPPS CLASS A,Communication,Equity,246764.7,246764.7,13755,17.94,United States,NASDAQ,USD,1,USD,,0
SCSC,SCANSOURCE INC,Information Technology,Equity,247672.78,247672.78,6793,36.46,United States,NASDAQ,USD,1,USD,,0
SMP,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary,Equity,243276.54,243276.54,5113,47.58,United States,New York Stock Exchange Inc.,USD,1,USD,,0
POLY,PLANTRONICS INC,Information Technology,Equity,242551.96,242551.96,9212,26.33,United States,New York Stock Exchange Inc.,USD,1,USD,,0
DHC,DIVERSIFIED HEALTHCARE TRUST,Real Estate,Equity,241204.6,241204.6,66265,3.64,United States,NASDAQ,USD,1,USD,,0
CAL,CALERES INC,Consumer Discretionary,Equity,239886.92,239886.92,10738,22.34,United States,New York Stock Exchange Inc.,USD,1,USD,,0
HRTX,HERON THERAPEUTICS INC,Health Care,Equity,239959.75,239959.75,22745,10.55,United States,NASDAQ,USD,1,USD,,0
VVI,VIAD CORP,Industrials,Equity,240445,240445,5062,47.5,United States,New York Stock Exchange Inc.,USD,1,USD,,0
BMTC,BRYN MAWR BANK CORP,Financials,Equity,238575.28,238575.28,4913,48.56,United States,NASDAQ,USD,1,USD,,0
CERS,CERUS CORP,Health Care,Equity,238753.44,238753.44,39012,6.12,United States,NASDAQ,USD,1,USD,,0
STFC,STATE AUTO FINANCIAL CORP,Financials,Equity,237238.46,237238.46,4639,51.14,United States,NASDAQ,USD,1,USD,,0
HLIT,HARMONIC INC,Information Technology,Equity,232210.44,232210.44,25131,9.24,United States,NASDAQ,USD,1,USD,,0
CRY,CRYOLIFE INC,Health Care,Equity,228241.12,228241.12,10606,21.52,United States,New York Stock Exchange Inc.,USD,1,USD,,0
AVID,AVID TECHNOLOGY INC,Information Technology,Equity,227222.08,227222.08,7648,29.71,United States,NASDAQ,USD,1,USD,,0
BJRI,BJS RESTAURANTS INC,Consumer Discretionary,Equity,227502.89,227502.89,6049,37.61,United States,NASDAQ,USD,1,USD,,0
CCF,CHASE CORP,Materials,Equity,225427.6,225427.6,2290,98.44,United States,Nyse Mkt Llc,USD,1,USD,,0
UMH,UMH PROPERTIES REIT INC,Real Estate,Equity,226334.4,226334.4,9760,23.19,United States,New York Stock Exchange Inc.,USD,1,USD,,0
SPNS,SAPIENS INTERNATIONAL NV,Information Technology,Equity,222432.9,222432.9,6910,32.19,Israel,NASDAQ,USD,1,USD,,0
CRMT,AMERICAS CAR MART INC,Consumer Discretionary,Equity,222737.24,222737.24,1964,113.41,United States,NASDAQ,USD,1,USD,,0
TILE,INTERFACE INC,Industrials,Equity,218675.08,218675.08,14501,15.08,United States,NASDAQ,USD,1,USD,,0
PRDO,PERDOCEO EDUCATION CORP,Consumer Discretionary,Equity,217593.67,217593.67,20279,10.73,United States,NASDAQ,USD,1,USD,,0
AGYS,AGILISYS INC,Information Technology,Equity,215968.08,215968.08,4024,53.67,United States,NASDAQ,USD,1,USD,,0
VXRT,VAXART INC,Health Care,Equity,215643.22,215643.22,31298,6.89,United States,NASDAQ,USD,1,USD,,0
PLAB,PHOTRONICS INC,Information Technology,Equity,214731.72,214731.72,16317,13.16,United States,NASDAQ,USD,1,USD,,0
BCOR,BLUCORA INC,Financials,Equity,215455.1,215455.1,13210,16.31,United States,NASDAQ,USD,1,USD,,0
WETF,WISDOMTREE INVESTMENTS INC,Financials,Equity,214680.78,214680.78,39609,5.42,United States,NASDAQ,USD,1,USD,,0
CPF,CENTRAL PACIFIC FINANCIAL CORP,Financials,Equity,212560.92,212560.92,8258,25.74,United States,New York Stock Exchange Inc.,USD,1,USD,,0
CRK,COMSTOCK RESOURCES INC,Energy,Equity,211190.43,211190.43,22539,9.37,United States,New York Stock Exchange Inc.,USD,1,USD,,0
HSII,HEIDRICK AND STRUGGLES INTERNATION,Industrials,Equity,211500.8,211500.8,4480,47.21,United States,NASDAQ,USD,1,USD,,0
SRDX,SURMODICS INC,Health Care,Equity,210417.61,210417.61,3863,54.47,United States,NASDAQ,USD,1,USD,,0
RAD,RITE AID CORP,Consumer Staples,Equity,208130.56,208130.56,14782,14.08,United States,New York Stock Exchange Inc.,USD,1,USD,,0
DBD,DIEBOLD NIXDORF INC,Information Technology,Equity,207937.14,207937.14,20406,10.19,United States,New York Stock Exchange Inc.,USD,1,USD,,0
BLX,BANCO LATINOAMERICANO DE COMERCIO,Financials,Equity,208716.48,208716.48,10962,19.04,Panama,New York Stock Exchange Inc.,USD,1,USD,,0
TEN,TENNECO INC CLASS A,Consumer Discretionary,Equity,206795,206795,14750,14.02,United States,New York Stock Exchange Inc.,USD,1,USD,,0
RICK,RCI HOSPITALITY HOLDINGS INC,Consumer Discretionary,Equity,207588.75,207588.75,2955,70.25,United States,NASDAQ,USD,1,USD,,0
CENX,CENTURY ALUMINUM,Materials,Equity,203368.01,203368.01,12847,15.83,United States,NASDAQ,USD,1,USD,,0
LBAI,LAKELAND BANCORP INC,Financials,Equity,203797.72,203797.72,11501,17.72,United States,NASDAQ,USD,1,USD,,0
KELYA,KELLY SERVICES INC CLASS A,Industrials,Equity,197488.24,197488.24,10138,19.48,United States,NASDAQ,USD,1,USD,,0
WASH,WASHINGTON TRUST BANCORP INC,Financials,Equity,197718.4,197718.4,3608,54.8,United States,NASDAQ,USD,1,USD,,0
MYE,MYERS INDUSTRIES INC,Materials,Equity,196018.13,196018.13,9757,20.09,United States,New York Stock Exchange Inc.,USD,1,USD,,0
HTLD,HEARTLAND EXPRESS INC,Industrials,Equity,194844.69,194844.69,11961,16.29,United States,NASDAQ,USD,1,USD,,0
SRCE,1ST SOURCE CORP,Financials,Equity,193654.89,193654.89,4059,47.71,United States,NASDAQ,USD,1,USD,,0
NX,QUANEX BUILDING PRODUCTS CORP,Industrials,Equity,192255.36,192255.36,9103,21.12,United States,New York Stock Exchange Inc.,USD,1,USD,,0
EBIX,EBIX INC,Information Technology,Equity,193096.68,193096.68,6862,28.14,United States,NASDAQ,USD,1,USD,,0
GES,GUESS INC,Consumer Discretionary,Equity,192899.7,192899.7,9597,20.1,United States,New York Stock Exchange Inc.,USD,1,USD,,0
